contract_number,purchase_date,expiration_date,total_cost,customer_id
1417,2023-11-14,2023-12-14,973.8,109
1418,2020-10-30,2020-11-29,2713.95,463
1419,2020-02-18,2020-03-19,437.34,432
1420,2021-06-14,2021-07-14,627.62,28
1421,2022-01-06,2022-04-06,333.64,193
1422,2020-12-21,2021-12-21,249.0,18
1423,2023-09-07,2023-12-06,1771.53,266
1424,2022-08-26,2022-09-25,478.04,362
1425,2022-10-19,2022-11-18,1025.54,488
1426,2022-12-14,2023-03-14,1772.62,26
1427,2022-09-03,2022-10-03,177.06,180
1428,2021-03-22,2022-03-22,2835.15,140
1429,2021-12-29,2022-03-29,602.65,159
1430,2022-06-04,2022-07-04,2419.42,81
1431,2020-10-14,2021-10-14,2430.39,341
1432,2021-11-25,2022-11-25,2446.15,226
1433,2020-02-11,2020-03-12,2646.11,168
1434,2023-05-12,2023-06-11,403.6,224
1435,2023-02-10,2023-03-12,2962.8,476
1436,2020-08-22,2020-09-21,2912.12,488
1437,2022-12-03,2023-01-02,2737.6,496
1438,2022-02-22,2022-03-24,860.37,135
1439,2022-12-16,2023-01-15,1651.19,240
1440,2022-06-11,2022-07-11,144.99,88
1441,2021-10-19,2021-11-18,986.32,257
1442,2021-03-01,2021-03-31,1994.1,248
1443,2023-06-06,2023-07-06,1209.23,232
1444,2023-11-09,2023-12-09,2291.65,37
1445,2020-05-16,2020-06-15,2482.14,18
1446,2021-08-25,2021-11-23,741.37,490
1447,2023-12-17,2024-03-16,1873.05,428
1448,2020-06-08,2020-07-08,990.11,79
1449,2022-12-01,2022-12-31,1687.53,99
1450,2023-01-24,2023-04-24,1985.77,455
1451,2021-02-28,2021-05-29,1766.7,189
1452,2023-04-14,2024-04-13,933.24,168
1453,2021-12-22,2022-12-22,2801.22,103
1454,2023-04-22,2023-07-21,1436.01,6
1455,2022-03-18,2023-03-18,2068.35,300
1456,2021-11-17,2021-12-17,361.79,152
1457,2022-08-13,2023-08-13,2165.32,111
1458,2023-11-16,2024-11-15,698.93,106
1459,2023-09-23,2023-10-23,401.03,462
1460,2021-05-28,2022-05-28,286.24,29
1461,2022-10-04,2022-11-03,1305.59,128
1462,2023-03-23,2023-06-21,2454.53,17
1463,2022-01-26,2023-01-26,884.97,45
1464,2022-04-17,2022-07-16,2017.9,337
1465,2021-01-12,2022-01-12,1289.01,499
1466,2022-07-26,2022-08-25,1131.68,185
1467,2022-03-20,2022-04-19,1738.99,235
1468,2021-02-20,2021-05-21,145.48,209
1469,2022-05-27,2023-05-27,2704.25,2
1470,2020-09-14,2020-10-14,1721.23,45
1471,2020-12-03,2021-12-03,1458.45,279
1472,2022-03-05,2023-03-05,2163.79,473
1473,2021-10-15,2022-10-15,1728.18,225
1474,2020-05-25,2020-08-23,2451.94,446
1475,2020-10-01,2020-10-31,1975.9,265
1476,2023-09-29,2023-10-29,827.56,372
1477,2021-11-27,2021-12-27,501.34,397
1478,2021-05-30,2021-08-28,212.64,248
1479,2022-01-16,2022-04-16,1743.57,509
1480,2023-01-05,2023-04-05,2144.45,3
1481,2023-06-18,2024-06-17,1120.39,322
1482,2021-08-13,2021-09-12,1376.68,7
1483,2020-05-07,2020-08-05,1929.87,318
1484,2023-11-05,2024-11-04,560.54,420
1485,2022-11-11,2023-02-09,1059.4,398
1486,2022-12-06,2023-01-05,1287.68,300
1487,2021-04-08,2021-05-08,1948.24,494
1488,2020-02-09,2021-02-08,1014.23,220
1489,2023-03-19,2024-03-18,1774.86,350
1490,2021-08-28,2021-09-27,2355.29,322
1491,2020-12-16,2021-03-16,693.37,193
1492,2020-02-24,2020-03-25,166.55,115
1493,2023-12-11,2024-01-10,2715.02,491
1494,2023-08-26,2024-08-25,1788.28,497
1495,2020-10-08,2021-10-08,2949.56,179
1496,2022-04-13,2022-07-12,390.44,109
1497,2020-08-05,2020-11-03,2670.9,20
1498,2023-11-27,2023-12-27,1789.66,146
1499,2023-07-11,2024-07-10,948.52,333
1500,2023-12-16,2024-12-15,1015.31,312
1501,2022-02-14,2022-03-16,1525.73,293
1502,2023-10-08,2023-11-07,2600.08,339
1503,2020-05-05,2020-08-03,2964.94,337
1504,2023-11-30,2024-11-29,448.75,154
1505,2020-08-31,2020-09-30,440.44,144
1506,2022-02-10,2022-05-11,2422.89,360
1507,2021-02-01,2021-05-02,2914.12,425
1508,2020-08-22,2020-11-20,192.35,509
1509,2022-12-27,2023-12-27,1818.83,5
1510,2021-03-04,2021-04-03,2589.88,388
1511,2020-03-07,2020-04-06,2816.84,384
1512,2020-01-14,2021-01-13,1783.54,330
1513,2023-05-25,2023-08-23,2194.18,321
1514,2021-08-07,2021-09-06,2113.68,181
1515,2021-08-12,2021-11-10,2608.75,382
1516,2021-10-05,2022-10-05,520.74,125
1517,2023-06-11,2023-09-09,1975.96,386
1518,2023-05-31,2024-05-30,927.68,214
1519,2021-10-01,2021-12-30,2346.47,62
1520,2023-11-16,2024-11-15,1231.76,57
1521,2023-08-09,2023-11-07,2116.95,320
1522,2021-07-08,2022-07-08,2404.61,394
1523,2022-07-24,2022-08-23,1303.52,228
1524,2020-11-26,2020-12-26,2068.74,40
1525,2022-03-13,2022-06-11,1058.83,472
1526,2023-09-22,2024-09-21,2015.21,242
1527,2022-01-20,2022-04-20,1319.5,362
1528,2021-04-19,2022-04-19,646.55,286
1529,2023-01-04,2023-04-04,2187.67,363
1530,2020-07-16,2020-08-15,2873.85,500
1531,2020-07-07,2020-10-05,1769.2,339
1532,2021-11-10,2021-12-10,1767.22,383
1533,2020-02-06,2021-02-05,723.97,82
1534,2021-04-27,2021-07-26,607.8,240
1535,2021-09-01,2022-09-01,426.12,206
1536,2020-11-20,2020-12-20,1284.06,447
1537,2020-10-05,2020-11-04,2869.98,50
1538,2023-12-26,2024-01-25,1575.61,207
1539,2022-10-17,2023-01-15,199.47,410
1540,2023-08-25,2024-08-24,1138.89,465
1541,2021-09-30,2021-12-29,1873.47,265
1542,2023-11-01,2024-01-30,907.06,85
1543,2020-04-24,2020-05-24,712.81,51
1544,2023-06-17,2023-09-15,1779.37,376
1545,2023-05-16,2024-05-15,2361.42,172
1546,2020-10-09,2021-10-09,155.56,27
1547,2020-01-18,2020-02-17,1265.37,423
1548,2023-06-23,2023-07-23,2046.26,333
1549,2023-08-12,2023-09-11,2592.25,496
1550,2023-05-27,2023-06-26,1551.74,54
1551,2023-06-18,2024-06-17,561.96,194
1552,2021-02-05,2022-02-05,1353.86,15
1553,2023-10-04,2023-11-03,2855.09,489
1554,2021-05-28,2021-08-26,943.64,424
1555,2022-04-26,2022-07-25,168.31,195
1556,2022-02-27,2022-03-29,1879.56,140
1557,2020-12-10,2021-12-10,1192.84,16
1558,2022-08-27,2022-11-25,1568.87,432
1559,2023-01-27,2023-04-27,2630.21,370
1560,2022-10-30,2023-10-30,250.06,60
1561,2023-01-02,2023-04-02,479.1,380
1562,2023-10-31,2024-01-29,2779.72,339
1563,2020-11-03,2021-11-03,1709.97,65
1564,2023-10-05,2024-10-04,869.74,66
1565,2021-06-28,2022-06-28,2912.83,18
1566,2022-08-16,2022-11-14,636.97,134
1567,2021-08-20,2022-08-20,141.12,246
1568,2023-06-04,2023-07-04,399.43,152
1569,2021-11-19,2022-02-17,169.98,409
1570,2021-05-16,2021-06-15,671.25,31
1571,2021-12-12,2022-03-12,850.32,429
1572,2023-07-01,2023-07-31,2536.6,251
1573,2022-12-17,2023-03-17,609.02,488
1574,2020-08-08,2020-09-07,1595.78,411
1575,2022-05-04,2023-05-04,947.95,130
1576,2023-01-20,2024-01-20,2905.37,24
1577,2023-01-09,2024-01-09,977.91,414
1578,2021-07-24,2021-08-23,387.71,223
1579,2020-10-13,2021-10-13,2139.84,85
1580,2022-12-02,2023-12-02,2481.3,149
1581,2021-07-12,2022-07-12,450.04,277
1582,2022-11-21,2023-02-19,974.16,482
1583,2021-12-16,2022-12-16,899.61,6
1584,2020-11-07,2021-11-07,1862.49,308
1585,2023-03-27,2023-06-25,960.21,271
1586,2021-07-01,2021-07-31,2849.59,73
1587,2023-04-01,2024-03-31,2437.81,358
1588,2023-12-25,2024-01-24,2731.39,341
1589,2020-01-09,2021-01-08,2702.13,210
1590,2022-01-29,2022-02-28,2174.31,155
1591,2020-12-16,2021-03-16,1754.84,309
1592,2021-11-23,2022-02-21,1925.9,72
1593,2023-12-01,2023-12-31,1873.53,32
1594,2023-10-29,2023-11-28,2283.96,130
1595,2023-05-17,2023-06-16,1837.61,359
1596,2020-04-22,2020-07-21,1504.11,68
1597,2022-06-05,2022-09-03,547.44,197
1598,2021-02-26,2021-05-27,1786.38,406
1599,2023-07-27,2023-08-26,1962.05,98
1600,2020-08-28,2021-08-28,1085.67,464
1601,2021-11-22,2021-12-22,1185.11,419
1602,2022-10-16,2023-10-16,2226.99,170
1603,2021-08-28,2022-08-28,2962.07,431
1604,2023-12-02,2024-01-01,2594.77,265
1605,2023-03-17,2023-06-15,2239.93,106
1606,2020-07-19,2020-08-18,974.83,274
1607,2022-09-16,2022-12-15,1662.72,454
1608,2023-07-19,2023-10-17,124.13,84
1609,2023-12-04,2024-01-03,2270.62,217
1610,2022-04-20,2023-04-20,746.64,328
1611,2020-02-10,2021-02-09,2898.09,297
1612,2021-11-28,2022-02-26,2850.31,148
1613,2023-04-19,2023-07-18,2176.58,326
1614,2023-02-24,2023-03-26,1805.52,71
1615,2023-02-12,2024-02-12,1694.84,452
1616,2020-10-09,2021-01-07,1954.72,346
1617,2021-12-16,2022-01-15,737.89,343
1618,2022-05-31,2023-05-31,2428.18,412
1619,2021-09-05,2021-10-05,446.09,258
1620,2022-01-18,2022-04-18,1946.13,332
1621,2023-04-21,2024-04-20,255.27,107
1622,2020-09-06,2021-09-06,1488.76,406
1623,2021-10-06,2022-01-04,2207.4,243
1624,2020-12-09,2021-03-09,2666.8,490
1625,2022-08-31,2022-11-29,278.11,342
1626,2023-10-08,2023-11-07,323.87,328
1627,2021-11-13,2022-02-11,2848.15,436
1628,2020-05-24,2020-06-23,987.96,473
1629,2020-05-20,2020-08-18,2251.79,444
1630,2021-05-24,2021-08-22,2821.6,270
1631,2023-07-14,2023-10-12,1706.28,340
1632,2023-08-08,2024-08-07,1018.41,213
1633,2020-07-03,2020-10-01,1654.56,401
1634,2021-02-16,2021-05-17,2297.59,374
1635,2020-12-23,2021-12-23,2526.81,107
1636,2020-09-26,2020-10-26,199.69,44
1637,2023-12-07,2024-12-06,2413.46,387
1638,2021-01-18,2021-02-17,2283.49,501
1639,2023-03-21,2023-04-20,2778.81,365
1640,2021-05-29,2022-05-29,1313.23,324
1641,2023-06-22,2023-07-22,179.64,151
1642,2020-05-31,2021-05-31,1491.95,49
1643,2021-01-01,2021-04-01,2514.31,313
1644,2022-09-01,2022-10-01,1112.13,278
1645,2020-12-05,2021-03-05,1118.09,10
1646,2020-06-07,2020-09-05,974.85,343
1647,2023-07-22,2024-07-21,2200.83,144
1648,2021-10-19,2022-10-19,2024.79,385
1649,2023-05-04,2024-05-03,1729.33,352
1650,2020-04-25,2020-07-24,1603.73,246
1651,2020-05-29,2021-05-29,2864.01,58
1652,2022-09-04,2022-10-04,774.04,189
1653,2023-05-16,2023-08-14,958.72,237
1654,2021-07-12,2021-10-10,1177.18,270
1655,2021-09-01,2022-09-01,1994.39,90
1656,2020-09-02,2020-10-02,1354.22,36
1657,2023-06-29,2024-06-28,500.74,376
1658,2023-12-19,2024-12-18,977.8,235
1659,2022-01-24,2022-02-23,2503.12,473
1660,2023-07-06,2023-10-04,2251.7,310
1661,2022-07-18,2023-07-18,1625.6,37
1662,2022-10-07,2022-11-06,2112.39,92
1663,2023-01-26,2024-01-26,761.25,410
1664,2023-04-16,2024-04-15,2107.34,341
1665,2023-09-18,2023-10-18,1206.94,198
1666,2020-04-16,2020-05-16,1514.57,412
1667,2022-01-27,2023-01-27,1917.14,473
1668,2020-04-21,2020-05-21,1466.68,15
1669,2021-07-01,2021-07-31,1719.31,55
1670,2021-08-23,2021-09-22,452.58,87
1671,2022-09-30,2022-12-29,1246.28,452
1672,2020-11-14,2020-12-14,1232.52,236
1673,2021-01-05,2022-01-05,2661.2,427
1674,2020-08-05,2020-11-03,2461.32,35
1675,2021-08-20,2021-09-19,959.55,479
1676,2022-07-16,2022-08-15,286.52,499
1677,2020-11-20,2021-11-20,2858.72,465
1678,2020-07-11,2021-07-11,805.56,299
1679,2022-03-03,2022-04-02,2408.59,296
1680,2020-08-17,2020-11-15,1779.8,496
1681,2021-02-07,2021-03-09,1091.86,204
1682,2020-03-15,2020-06-13,650.36,236
1683,2023-01-18,2023-04-18,1793.88,191
1684,2022-08-08,2023-08-08,2900.25,352
1685,2021-02-28,2021-05-29,1473.98,490
1686,2021-07-27,2021-10-25,2598.88,491
1687,2020-04-08,2020-07-07,1476.15,23
1688,2023-09-19,2023-10-19,2469.4,144
1689,2022-06-17,2022-09-15,1101.45,173
1690,2023-05-07,2023-08-05,480.05,117
1691,2023-08-08,2023-11-06,2884.12,383
1692,2021-08-14,2021-09-13,2395.68,506
1693,2023-03-20,2023-04-19,2503.1,386
1694,2022-01-21,2023-01-21,613.65,86
1695,2022-07-03,2023-07-03,2697.48,314
1696,2023-03-17,2023-04-16,1214.55,185
1697,2020-01-22,2020-04-21,655.34,400
1698,2022-01-08,2022-04-08,2870.48,176
1699,2020-02-13,2020-05-13,2496.07,16
1700,2023-12-28,2024-01-27,1106.99,429
1701,2021-09-01,2022-09-01,2519.41,492
1702,2021-09-23,2022-09-23,2374.37,359
1703,2021-12-27,2022-03-27,1854.26,307
1704,2022-12-22,2023-12-22,2518.51,510
1705,2023-03-18,2024-03-17,2512.66,382
1706,2020-02-12,2021-02-11,1943.44,482
1707,2023-03-07,2024-03-06,2006.79,414
1708,2021-11-15,2022-02-13,1972.74,105
1709,2020-04-02,2020-05-02,2788.95,106
1710,2023-06-11,2023-07-11,473.33,312
1711,2022-01-30,2023-01-30,2019.51,393
1712,2022-02-01,2022-05-02,1010.6,33
1713,2020-01-19,2020-04-18,122.78,266
1714,2023-04-16,2023-07-15,2185.12,255
1715,2023-05-28,2023-08-26,2250.26,400
1716,2020-11-09,2020-12-09,2429.15,215
1717,2021-01-24,2021-02-23,2385.15,259
1718,2021-04-26,2022-04-26,2062.62,263
1719,2020-07-26,2020-10-24,1382.22,17
1720,2020-04-29,2020-05-29,178.97,287
1721,2021-02-12,2021-05-13,2539.24,265
1722,2020-06-21,2020-07-21,1947.76,156
1723,2023-08-06,2024-08-05,926.16,157
1724,2023-05-01,2023-07-30,276.5,297
1725,2023-06-01,2024-05-31,2463.32,208
1726,2022-04-06,2022-05-06,2261.57,497
1727,2023-10-30,2024-01-28,1595.5,472
1728,2021-07-25,2021-10-23,1466.8,147
1729,2022-09-25,2023-09-25,2335.71,104
1730,2022-03-02,2022-05-31,997.27,263
1731,2022-12-14,2023-01-13,1267.9,208
1732,2020-11-01,2021-01-30,410.09,468
1733,2020-02-19,2020-03-20,2230.17,75
1734,2023-06-29,2024-06-28,1990.21,133
1735,2023-05-25,2023-08-23,2714.01,140
1736,2020-06-28,2020-09-26,673.23,492
1737,2020-12-09,2021-12-09,2384.29,49
1738,2020-11-25,2020-12-25,317.7,434
1739,2023-10-24,2023-11-23,1000.35,306
1740,2020-12-15,2021-03-15,1218.1,273
1741,2020-10-06,2020-11-05,2304.44,343
1742,2020-11-12,2020-12-12,2620.01,248
1743,2022-09-03,2023-09-03,2117.33,335
1744,2020-11-11,2021-02-09,1200.01,384
1745,2021-10-14,2022-01-12,432.31,481
1746,2022-02-26,2022-05-27,1153.79,275
1747,2020-03-23,2020-04-22,265.56,274
1748,2022-12-22,2023-03-22,2751.42,91
1749,2022-04-25,2022-07-24,2089.05,74
1750,2022-12-02,2023-03-02,2821.84,322
1751,2020-12-08,2021-01-07,2756.35,445
1752,2021-03-21,2022-03-21,2903.24,269
1753,2021-08-31,2021-11-29,1627.12,120
1754,2023-07-18,2023-08-17,1233.4,65
1755,2023-08-26,2023-11-24,1764.32,106
1756,2023-05-09,2023-06-08,130.32,73
1757,2023-06-03,2023-09-01,1636.96,242
1758,2020-12-31,2021-03-31,2893.22,235
1759,2020-11-08,2020-12-08,2096.82,306
1760,2021-07-27,2021-10-25,186.2,170
1761,2021-08-10,2021-09-09,127.71,307
1762,2021-01-02,2021-04-02,1376.65,329
1763,2023-03-31,2023-06-29,675.97,87
1764,2020-02-27,2021-02-26,2551.76,122
1765,2020-02-02,2020-03-03,164.93,403
1766,2020-12-06,2021-12-06,277.03,51
1767,2021-02-23,2021-03-25,1899.7,17
1768,2022-09-10,2022-10-10,2163.84,146
1769,2022-08-25,2022-11-23,2239.21,145
1770,2022-03-04,2022-04-03,1285.6,268
1771,2023-08-14,2024-08-13,1346.64,71
1772,2020-07-14,2021-07-14,2501.11,255
1773,2021-11-10,2021-12-10,1648.24,133
1774,2022-12-07,2023-01-06,786.94,467
1775,2023-09-13,2024-09-12,1561.42,416
1776,2023-02-02,2023-05-03,476.59,214
1777,2020-12-24,2021-03-24,2633.4,72
1778,2023-08-18,2023-11-16,1309.56,148
1779,2023-05-08,2023-06-07,2503.79,112
1780,2022-12-04,2023-12-04,2323.59,3
1781,2021-07-30,2022-07-30,252.81,417
1782,2023-02-27,2023-03-29,910.03,455
1783,2022-09-19,2022-10-19,2147.24,23
1784,2022-10-17,2023-01-15,2850.73,55
1785,2020-11-23,2021-02-21,2568.52,104
1786,2023-05-18,2024-05-17,2853.62,400
1787,2020-10-06,2020-11-05,496.12,14
1788,2020-07-08,2020-08-07,2742.16,320
1789,2020-05-13,2020-06-12,2571.61,329
1790,2020-08-28,2020-11-26,2395.72,132
1791,2020-01-28,2020-04-27,1272.93,119
1792,2023-12-25,2024-03-24,2287.43,29
1793,2020-05-05,2020-08-03,407.56,283
1794,2020-09-21,2020-10-21,801.76,275
1795,2022-03-05,2022-04-04,959.32,143
1796,2023-10-10,2023-11-09,1068.78,347
1797,2022-12-27,2023-01-26,1714.86,399
1798,2022-08-29,2022-09-28,2921.24,510
1799,2021-04-03,2021-07-02,1732.89,148
1800,2022-01-24,2023-01-24,1132.07,269
1801,2022-03-09,2022-06-07,1458.18,414
1802,2021-01-07,2022-01-07,1834.67,381
1803,2022-01-06,2023-01-06,147.54,96
1804,2023-02-01,2023-05-02,1648.04,152
1805,2023-10-21,2024-10-20,413.74,220
1806,2022-06-10,2022-07-10,1110.27,42
1807,2022-10-28,2023-10-28,402.98,271
1808,2022-03-24,2022-06-22,2364.82,399
1809,2022-01-30,2023-01-30,2899.22,440
1810,2023-12-25,2024-03-24,1664.73,329
1811,2020-03-25,2020-06-23,2018.6,293
1812,2020-07-28,2021-07-28,2616.13,430
1813,2023-05-26,2024-05-25,1660.03,19
1814,2020-11-18,2020-12-18,2863.95,450
1815,2022-09-23,2022-12-22,664.5,411
1816,2022-04-11,2022-05-11,2797.51,122
1817,2021-10-30,2022-10-30,1022.5,211
1818,2022-12-29,2023-03-29,2786.17,284
1819,2023-12-21,2024-12-20,1019.84,240
1820,2021-01-29,2021-02-28,1033.72,203
1821,2023-11-07,2024-02-05,2605.65,239
1822,2023-04-03,2024-04-02,544.25,360
1823,2022-04-20,2022-07-19,1329.65,34
1824,2020-08-17,2021-08-17,374.5,420
1825,2020-08-03,2021-08-03,1060.78,405
1826,2020-01-29,2020-02-28,811.24,468
1827,2021-08-25,2022-08-25,316.48,413
1828,2020-01-27,2021-01-26,268.13,385
1829,2022-09-07,2022-12-06,454.36,227
1830,2022-05-20,2023-05-20,2708.21,205
1831,2020-07-18,2021-07-18,1787.57,38
1832,2023-11-27,2024-02-25,2724.61,395
1833,2021-03-26,2021-04-25,2044.46,27
1834,2022-07-10,2022-10-08,579.11,336
1835,2020-07-14,2020-10-12,2084.9,158
1836,2023-02-19,2024-02-19,2189.29,296
1837,2023-02-06,2023-05-07,2960.1,95
1838,2022-01-31,2023-01-31,1931.0,411
1839,2023-11-25,2024-02-23,2182.66,487
1840,2022-08-08,2022-11-06,2172.2,405
1841,2023-11-02,2023-12-02,547.08,401
1842,2020-09-04,2021-09-04,2723.29,254
1843,2021-07-15,2021-08-14,264.21,435
1844,2021-04-19,2021-07-18,598.3,20
1845,2021-09-04,2022-09-04,2036.66,82
1846,2023-09-09,2023-12-08,2232.4,471
1847,2022-10-30,2023-10-30,1691.11,207
1848,2020-01-07,2020-04-06,2925.79,254
1849,2021-09-02,2021-12-01,2685.96,88
1850,2023-03-13,2023-04-12,2255.24,251
1851,2022-04-01,2022-06-30,1731.87,158
1852,2021-03-13,2021-06-11,1979.24,190
1853,2022-09-25,2022-10-25,1372.36,452
1854,2020-11-03,2020-12-03,1236.65,416
1855,2020-09-09,2020-10-09,1569.22,185
1856,2020-09-30,2020-10-30,1959.19,6
1857,2022-08-06,2022-09-05,2274.25,487
1858,2023-05-21,2023-08-19,419.55,266
1859,2021-08-16,2022-08-16,1124.78,350
1860,2023-07-26,2024-07-25,2788.37,309
1861,2022-04-18,2023-04-18,1386.18,208
1862,2022-05-16,2022-06-15,2886.98,395
1863,2023-12-22,2024-03-21,1360.45,376
1864,2023-03-13,2024-03-12,2422.64,264
1865,2021-12-19,2022-01-18,2690.1,192
1866,2020-08-10,2020-09-09,1124.13,81
1867,2023-10-05,2023-11-04,742.96,472
1868,2021-01-23,2021-04-23,1654.33,387
1869,2021-11-07,2021-12-07,1354.06,488
1870,2020-09-29,2021-09-29,2458.64,349
1871,2021-04-21,2021-07-20,295.04,2
1872,2023-08-10,2023-11-08,675.32,189
1873,2020-07-07,2021-07-07,2819.57,416
1874,2020-04-15,2021-04-15,1485.61,351
1875,2021-05-14,2021-08-12,414.38,389
1876,2021-05-31,2021-08-29,413.88,21
1877,2023-08-25,2023-09-24,824.46,65
1878,2021-05-14,2022-05-14,1349.76,429
1879,2021-12-06,2022-01-05,654.89,485
1880,2021-05-20,2021-06-19,469.33,411
1881,2021-09-15,2022-09-15,542.82,245
1882,2020-06-19,2020-09-17,183.59,418
1883,2022-04-04,2023-04-04,1607.57,300
1884,2021-10-31,2022-10-31,2664.86,52
1885,2020-01-28,2020-02-27,249.43,352
1886,2023-08-02,2023-09-01,1077.76,492
1887,2022-11-03,2023-11-03,2888.39,337
1888,2023-03-23,2024-03-22,532.57,402
1889,2021-03-14,2021-06-12,1327.05,160
1890,2023-02-18,2023-03-20,1729.42,107
1891,2020-09-10,2020-10-10,2958.5,490
1892,2021-06-10,2022-06-10,2140.92,31
1893,2023-02-06,2023-03-08,1033.36,240
1894,2022-09-26,2023-09-26,1488.76,248
1895,2020-08-16,2020-11-14,1249.07,66
1896,2023-02-09,2023-05-10,1135.9,231
1897,2020-07-13,2020-08-12,2829.87,218
1898,2022-01-31,2022-03-02,2918.91,294
1899,2023-02-10,2024-02-10,825.22,8
1900,2023-01-14,2024-01-14,1812.65,442
1901,2022-07-06,2023-07-06,1746.87,463
1902,2023-02-24,2024-02-24,718.78,499
1903,2020-11-02,2021-01-31,2793.21,203
1904,2022-11-30,2022-12-30,1656.12,384
1905,2021-05-20,2022-05-20,897.96,132
1906,2023-10-18,2023-11-17,890.2,26
1907,2023-06-29,2024-06-28,2996.61,116
1908,2023-05-17,2024-05-16,485.06,335
1909,2020-11-16,2021-02-14,2002.45,296
1910,2023-09-16,2023-12-15,589.14,465
1911,2022-03-21,2023-03-21,493.27,426
1912,2020-08-10,2020-09-09,1800.52,388
1913,2020-01-14,2020-04-13,1363.04,273
1914,2023-06-14,2024-06-13,507.25,209
1915,2023-01-29,2024-01-29,2209.11,170
1916,2023-04-06,2023-07-05,1642.62,481
1917,2022-01-15,2023-01-15,487.11,10
1918,2021-06-17,2021-09-15,1254.64,362
1919,2023-09-01,2023-10-01,2507.34,387
1920,2021-12-05,2022-12-05,348.18,137
1921,2020-08-10,2020-09-09,1621.87,66
1922,2023-04-20,2023-05-20,338.04,189
1923,2023-08-01,2024-07-31,680.51,367
1924,2021-02-02,2021-05-03,386.11,15
1925,2021-11-19,2022-11-19,1964.33,179
1926,2023-12-15,2024-12-14,1018.63,407
1927,2020-05-14,2021-05-14,2914.78,10
1928,2022-11-24,2023-11-24,2715.2,262
1929,2020-11-20,2021-02-18,1368.99,75
1930,2021-12-10,2022-12-10,2638.27,452
1931,2023-07-11,2024-07-10,1087.3,276
1932,2020-01-11,2020-02-10,1420.31,418
1933,2021-11-05,2022-11-05,1832.3,325
1934,2020-03-21,2020-04-20,1197.8,66
1935,2022-10-08,2023-10-08,1679.42,310
1936,2023-07-27,2024-07-26,2366.73,426
1937,2021-12-17,2022-12-17,932.85,42
1938,2023-05-11,2024-05-10,1168.5,287
1939,2020-12-30,2021-01-29,1739.74,186
1940,2023-11-14,2024-02-12,842.76,190
1941,2023-09-23,2023-10-23,2008.17,419
1942,2021-01-10,2022-01-10,1956.46,190
1943,2021-07-30,2022-07-30,1415.42,134
1944,2020-04-13,2020-05-13,1490.55,15
1945,2022-06-16,2022-07-16,597.1,201
1946,2023-03-24,2024-03-23,2454.73,258
1947,2020-03-21,2020-06-19,472.87,265
1948,2022-12-01,2022-12-31,346.44,233
1949,2023-03-29,2023-06-27,604.55,343
1950,2021-03-13,2021-04-12,2372.66,276
1951,2021-07-08,2021-10-06,2063.97,94
1952,2023-11-06,2024-02-04,2635.04,24
1953,2023-11-14,2024-02-12,1213.11,226
1954,2023-07-14,2024-07-13,1206.01,24
1955,2023-08-22,2023-11-20,970.43,318
1956,2020-10-14,2021-10-14,323.64,195
1957,2022-11-12,2023-02-10,856.69,503
1958,2023-11-10,2024-11-09,1134.46,510
1959,2022-08-25,2022-09-24,486.34,479
1960,2021-08-16,2021-11-14,2049.14,255
1961,2022-03-09,2022-06-07,395.57,507
1962,2022-04-05,2022-07-04,366.68,51
1963,2022-08-31,2022-11-29,677.91,412
1964,2023-06-30,2023-07-30,338.03,6
1965,2023-11-28,2024-11-27,2286.54,404
1966,2020-09-28,2021-09-28,2697.54,409
1967,2020-01-16,2020-02-15,1345.57,131
1968,2023-08-03,2024-08-02,1559.93,150
1969,2021-12-21,2022-03-21,2077.16,457
1970,2020-04-15,2020-05-15,1120.51,38
1971,2020-01-04,2021-01-03,1441.64,8
1972,2022-01-10,2023-01-10,2380.15,391
1973,2020-12-12,2021-12-12,1341.32,245
1974,2023-01-04,2023-02-03,2524.12,468
1975,2021-12-10,2022-03-10,915.3,195
1976,2022-04-16,2022-05-16,941.76,35
1977,2021-10-28,2022-10-28,2156.2,259
1978,2020-07-30,2020-10-28,854.35,468
1979,2022-06-07,2022-07-07,1367.44,104
1980,2020-11-28,2021-11-28,2746.54,278
1981,2022-01-24,2023-01-24,866.97,45
1982,2021-04-03,2021-05-03,714.64,229
1983,2023-10-29,2024-01-27,2723.69,195
1984,2022-01-19,2023-01-19,1660.93,49
1985,2022-06-09,2022-07-09,1070.53,61
1986,2023-09-19,2023-12-18,1596.57,225
1987,2022-04-17,2023-04-17,1137.32,42
1988,2021-01-09,2021-02-08,363.65,267
1989,2021-02-16,2021-03-18,1704.83,11
1990,2022-06-26,2023-06-26,549.82,9
1991,2021-02-09,2021-03-11,401.91,124
1992,2021-07-14,2021-08-13,215.59,325
1993,2020-10-25,2021-10-25,1055.36,70
1994,2021-12-18,2022-01-17,2550.14,404
1995,2021-12-06,2022-12-06,1051.14,475
1996,2021-09-18,2021-12-17,2786.54,249
1997,2023-08-15,2023-11-13,1447.93,24
1998,2023-07-07,2023-10-05,807.55,135
1999,2022-04-07,2022-05-07,757.77,417
2000,2020-01-25,2021-01-24,1578.05,501
2001,2023-05-09,2023-08-07,407.79,489
2002,2020-02-16,2021-02-15,236.6,393
2003,2020-12-24,2021-12-24,2621.05,144
2004,2020-01-19,2020-02-18,1739.27,94
2005,2023-06-18,2024-06-17,2742.05,454
